At_gene	NAME	root1_log_fold	root3_log_fold	root5_log_fold	shoot1_log_fold	shoot3_log_fold	shoot5_log_fold
AT1G13900	Probable inactive purple acid phosphatase 2	0	0.3241653585	0	0	0.487717336666667	0.232516062833333
AT1G13920	Remorin family protein	0	0	0	0	0	0
AT1G13940	F16A14.15	0	0	0	0	0	0
AT1G13960	Probable WRKY transcription factor 4	0	1.03115928583333	0	0	0	0.7447467805
AT1G13970	F7A19.6 protein	0	0	0	0	0.605414298	0
AT1G13980	ARF guanine-nucleotide exchange factor GNOM	0	0	0	0	0	0
AT1G13990	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown functi /.../3110 (InterPro:IPR021503); Has 25 Blast hits to 25 proteins in 8 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 25; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	1.984025961	2.5562448475	0.7331331475	1.020270363	0	0.744611647
AT1G14000	At1g14000	0.116997535111111	0.69980237	0	0	0	0
AT1G14010	Transmembrane emp24 domain-containing protein p24delta7	0	0	0	0	0	0
AT1G14020	At1g14020	0	0	0	0	0	0
AT1G14030	[Fructose-bisphosphate aldolase]-lysine N-methyltransferase, chloroplastic	0	0	0	0	0	-0.4258184635
AT1G14040	Phosphate transporter PHO1 homolog 3	0.606428877416667	0.582306160666667	0.157212337666667	0.941607831166667	0.246234213083333	0.542284348833333
AT1G14080	Fucosyltransferase 6	-0.099802495625	0.771760788875	0	0.7900388700625	0.98343529925	1.5022542983125
AT1G14100	FUT8	0	0	0	0	0	-0.7462181238
AT1G14110	Probable fucosyltransferase 9	0	0	0	0	0	0
AT1G14120	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase-like protein	-0.589466318	0.969114318333333	0	0	0	0
AT1G14130	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase-like protein	0.8926635076	0.925487911	0	0.468703055	0.2357225008	0.965014826
AT1G14140	Mitochondrial uncoupling protein 3	0	0	0	0	0	0
AT1G14150	Photosynthetic NDH subunit of lumenal location 2, chloroplastic	0	0	-0.584541916	-1.56423978966667	0	-2.992285626
AT1G14160	CASP-like protein 1A1	0	0	-2.488078617	0	0	0
AT1G14170	F7A19.25 protein	0	0.206527050833333	0	0.416233520666667	0	0.402830524166667
AT1G14180	Putative mandelonitrile lyase	0	-1.635567349	0	0	0	0
AT1G14190	Glucose-methanol-choline (GMC) oxidoreductase family protein	0	0	0	0	0	0
AT1G14200	At1g14200	0	0	0	0	0	0
AT1G14205	Ribosomal L18p/L5e family protein	0	0	0	0	0	0
AT1G14210	Ribonuclease T2 family protein	-0.697297017	0	0	0	0	0
AT1G14220	F7A19.32 protein	0	0	0	0	0	0
AT1G14230	Probable apyrase 4	0	0	0	0	0	0
AT1G14250	Probable apyrase 5	0	0	0	0	0	-0.68219716025
AT1G14260	At1g14260	0	0	0	0	0	0
AT1G14270	CAAX amino terminal protease family protein	0	0	0	-0.65461841125	0	-0.8682140345
AT1G14280	Protein PHYTOCHROME KINASE SUBSTRATE 2	-0.65727627825	0	-0.5950461015	0	0	-1.1960594005
AT1G14290	SBH2	0.837434633333333	1.23717275833333	0	0	0	0
AT1G14300	Armadillo/beta-catenin-like repeats-containing protein	0	0	0	0.8919311795	0	0
AT1G14310	F14L17.7 protein	0	0	0	0	0	0
AT1G14315	F-box domain-containing protein	0	0	0	0	0	0
AT1G14320	SAC52	-0.185067800833333	-0.570916130666667	0	0.206539679333333	-0.211175178833333	-0.0243993575
AT1G14330	At1g14330/F14L17_7	1.5591980335	1.8033056585	0.30969098425	2.04817963875	0	2.48546647575
AT1G14340	Putative uncharacterized protein At1g14340	0	0.2591974325	0	0	0	0
AT1G14345	NAD(P)-linked oxidoreductase-like protein	0	0.846723883	0	-1.173851385	0	-1.529532194
AT1G14350	Transcription factor MYB124	0	0	0	0	0	-0.6375188465
AT1G14360	UDP-galactose/UDP-glucose transporter 3	0.21672851925	0.4395117735	0	0.562341423	0	0
AT1G14370	PBL2	2.40049630716667	2.56705178883333	0.252237048666667	1.14432899433333	0.349359347	2.03258958
AT1G14380	At1g14380	0	0	0	0	0	0
AT1G14390	Probable LRR receptor-like serine/threonine-protein kinase At1g14390	0	0	0	0	0	0
AT1G14400	Ubiquitin-conjugating enzyme E2 1	0	0.0969582807777778	0	0	0	0
AT1G14410	Single-stranded DNA-binding protein WHY1, chloroplastic	0	-0.179589611	0	0	-0.216931175	-0.239646291
AT1G14420	Probable pectate lyase 3	0	0	0	0	0	0
AT1G14430	F14L17.20 protein	0	0	0	0	0	0
AT1G14440	Zinc-finger homeodomain protein 4	0	0	0	0	-0.35420530475	0
AT1G14450	NADH dehydrogenase (ubiquinone)s	0	0	0	0	0	0
AT1G14453	NA	0	0	0	0	0	0
AT1G14460	Protein STICHEL-like 1	0	0	0	-0.704405606	0	-1.358651434
AT1G14470	Pentatricopeptide repeat-containing protein At1g14470	0	0	0	0	0	0
AT1G14480	Ankyrin repeat family protein	0	0	0	0	0	0
AT1G14500	Ankyrin repeats-containing protein	0	0	0	0	0	0
AT1G14510	AtAL7	0	-0.172216808833333	0	0	0	0
AT1G14520	myo-inositol oxygenase 1	0	0	0	0	0	0.990186889333333
AT1G14530	Protein TOM THREE HOMOLOG 1	0	1.007619745	0	0	0	0
AT1G14540	Peroxidase	2.3984277988	2.6705276386	0.6518259066	1.8482359694	0.8565929646	0
AT1G14560	CoAc1	0	0	0	0	0	0
AT1G14570	Plant UBX domain-containing protein 7	1.0655900052	0.7839543136	0	0	0	0
AT1G14580	C2H2-like zinc finger protein	0	0	0	0	0	0
AT1G14600	Putative Myb family transcription factor At1g14600	0	0	0	0	0	0.5688473612
AT1G14610	Valine--tRNA ligase, mitochondrial 1	0	0.03105471775	0	0	0	0
AT1G14620	DECOY	0	-0.33690670025	0	0	0	0
AT1G14630	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G01990.1); Has 125 Blast hits to 123 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 125; Viruses - 0; Other Eukaryotes - 0 (sou /.../CBI BLink).	0	1.47699387333333	0.724042204666667	0	0	0
AT1G14650	Probable splicing factor 3A subunit 1	0	0.596393084428571	0	0	0	0
AT1G14660	Sodium/hydrogen exchanger 8	0	0	0	0	0	0
AT1G14670	Transmembrane 9 superfamily member 2	-0.331625254	0	-0.3608078346	0	0.2151152616	0
AT1G14685	BPC2	0	0.3973539555	0	0	0	0
AT1G14687	ZHD14	0	0	0	0	0	0
AT1G14688	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: cellular_component unknown; CONTAINS InterPro DOMAIN/s: E3 Ubiquitin ligase (InterPro:IPR022170); Has 30201 Blast hits to 17322 proteins in 780 species: A /.../- 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eukaryotes - 2996 (source: NCBI BLink).	0	2.21409206	0	0	0	0
AT1G14690	MAP65-7	0	-0.4924832525	0	0	0	-0.446277228
AT1G14700	Purple acid phosphatase 3	-3.585147151	-1.788702416	0	-2.013502535	0	-1.301629162
AT1G14710	Hydroxyproline-rich glycoprotein-like protein	0	-0.388614311833333	0.380588682166667	0.415293066333333	0	0.230861013833333
AT1G14720	Xyloglucan endotransglucosylase/hydrolase	0	0	0	2.3616100865	0	0
AT1G14730	Probable transmembrane ascorbate ferrireductase 3	0	0	0	0	0	0
AT1G14740	Protein OBERON 3	0	0.417412875	0	0	0	0
AT1G14750	Cyclin family protein	0	0	0	0	0	0
AT1G14760	Protein KNATM	0	0	0	0	0	0
AT1G14770	F10B6.17	0	0	0	0	0	0
AT1G14780	MACPF domain-containing protein At1g14780	0.2196495614	2.3661831246	0.671780159	0.476391137	0	0.9450020084
AT1G14790	RNA-dependent RNA polymerase	0	0	0	0.749394642	0	0
AT1G14810	Aspartate semialdehyde dehydrogenase	0	-0.7875324042	0	-0.1985461724	0	-1.4252949338
AT1G14820	AT1G14820 protein	0	0	0	0	0	0
AT1G14830	DRP1C	-0.26576685275	0	0	0	0	0
AT1G14840	Microtubule-associated protein 70-4	0	-0.6144814375	-0.64408367975	0	0	-0.74271481875
AT1G14850	NUP155	0	0	0	0	0	0
AT1G14860	Nudix hydrolase 18, mitochondrial	0.3001520442	1.3507237772	0	0	0	0
AT1G14870	PCR2	3.0161921164	4.1099379694	0.923280274	2.5303355832	1.9552650122	2.7658498098
AT1G14880	Protein PLANT CADMIUM RESISTANCE 1	0	5.178068188	0	5.352666414	0	1.961731074
AT1G14890	Plant invertase/pectin methylesterase inhibitor domain-containing protein	3.134972128	1.8128084054	0.5320324804	-0.5997348624	0	0.0678650706
AT1G14910	Putative clathrin assembly protein At1g14910	0	0.4640819105	0	0	0	0
AT1G14960	Major latex protein, putative	-4.0291003475	0	-1.3388219875	0	0	0
AT1G14970	O-fucosyltransferase family protein	0	0	0	0.6309495675	0	0
AT1G14980	10 kDa chaperonin, mitochondrial	0	-0.29415001625	0	0	0	0
AT1G14990	unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; Has 34 Blast hits to 34 proteins in 12 specie /.../hae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 34; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).	0	0	0	0	0	0
AT1G15000	Serine carboxypeptidase-like 50	0	0	0	0	0	-0.345366329
AT1G15010	Putative uncharacterized protein	0	1.70914421533333	0	0	0	0
AT1G15020	Sulfhydryl oxidase 1	0	-0.27733123025	0	-0.36502932825	0	0
AT1G15030	Putative uncharacterized protein At1g15030	0	0.42691768475	0	0	0	0
AT1G15040	Putative glutamine amidotransferase	4.654229015	7.37290734533333	0	3.14603010566667	2.98970280966667	3.938840037
AT1G15050	Auxin-responsive protein IAA34	0	0	0	0	0	0
AT1G15060	At1g15070/F9L1_1	0	0.3617038635	0	0	0	0
AT1G15080	Lipid phosphate phosphatase 2	0	-0.6251540065	0	0	0	0
AT1G15110	Phosphatidylserine synthase 2	0.237060397142857	0.534056949142857	0	0	0.239744842142857	0.617832513428571
AT1G15120	Ubiquinol-cytochrome C reductase hinge protein	0	0	0	0	0	0
AT1G15125	F9L1.6	0	2.3542717145	0	2.260868562	0	0
AT1G15130	Endosomal targeting BRO1-like domain-containing protein	0	0.900304944	0.2713711925	0.3086477045	0	1.06872445175
AT1G15140	F9L1.8 protein	0	0.86506527725	0	-0.2391897885	0	-0.7023752
AT1G15170	Protein DETOXIFICATION	1.2621809145	2.542375057	0	0	0	3.090392012
AT1G15180	Protein DETOXIFICATION 13	0	0.6797550235	0	0	0	0.430711705
AT1G15190	Fasciclin-like arabinogalactan protein 19	0	0	0	0	0	0
AT1G15200	Protein-protein interaction regulator family protein	0	-0.5266310645	0	0	0	0
AT1G15210	PDR7	-0.815247318142857	1.73200705985714	0	2.082894688	1.49742120785714	2.57336348528571
AT1G15215	SAWADEE HOMEODOMAIN protein	0	-1.07806084	0	0	0	0
AT1G15220	CCMH	0	0	0	0	0	0.473541162
AT1G15240	Phox (PX) domain-containing protein	0	0	0	0	0	0
AT1G15260	Putative uncharacterized protein	0	0	0	0	0	-1.030634834
AT1G15270	F9L1.21 protein	0	0.1358720484	0	0	0	0
AT1G15280	CASC3/Barentsz eIF4AIII binding protein	0	0	0	0	0	0
AT1G15290	Tetratricopeptide repeat-containing protein	-1.4328525075	-1.370613041	-1.442358953	-1.3387704115	0	0
AT1G15320	Putative uncharacterized protein	0	0.303867074875	0	0	0	0
AT1G15330	SNF1-related protein kinase regulatory subunit gamma-like PV42a	1.692881199	0.96214154	0	0	0.976478956	2.7776547275
AT1G15340	Methyl-CpG-binding domain-containing protein 10	0	0	0	0	0	0
AT1G15350	Putative uncharacterized protein	0.309635663	0.8474120556	0	0	0	0
AT1G15360	Ethylene-responsive transcription factor WIN1	0	0	0	0	0	0
AT1G15370	F9L1.32 protein	0	0	0	0	0	0
AT1G15380	GLYI4	0	3.52628335325	1.104901943	0	2.01650647175	3.78263227625
AT1G15390	Peptide deformylase	0	0.3342538685	0	0	0	0
AT1G15400	Uncharacterized protein At1g15400	0	0	0	0	0.4670422035	0
AT1G15410	Aspartate-glutamate racemase-like protein	0	0	0	0	0	0
AT1G15415	F9L1.37	2.17085710133333	1.38728615033333	0	0	0	1.026247912
AT1G15420	Putative uncharacterized protein	0	-0.6910756854	0	0	0	0
AT1G15430	Putative uncharacterized protein At1g15430	0	0	0	0	0	0
AT1G15440	Periodic tryptophan protein 2	0	-0.630845936	0	0.533394626666667	0	0
AT1G15460	BOR4	0	0	0	0	0	0
AT1G15470	F9L1.42 protein	0	0	0	0	0	0
AT1G15480	Pentatricopeptide repeat-containing protein At1g15480, mitochondrial	0	-0.5562651995	0	0	0	0
AT1G15490	Alpha/beta-hydrolase domain-containing protein	0	0	0	0	0	0
AT1G15500	ADP,ATP carrier protein	-0.266517645	-0.211242734	-0.260046747	0	0	0.28862554475
AT1G15510	Pentatricopeptide repeat-containing protein At1g15510, chloroplastic	0	0	0	0	0	0
AT1G15520	ABC transporter G family member 40	3.94481652575	4.06335359375	1.0295426505	3.27249012525	2.58640670325	2.513808404
AT1G15530	L-type lectin-domain containing receptor kinase S.1	1.5646461595	2.2305054	0	0	0.509163084	2.453196479
AT1G15540	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	0	0	0	0	0	0
AT1G15550	Gibberellin 3-beta-dioxygenase 1	0	0	0	-1.133979337	0	0
AT1G15570	CYCA2	-0.213682538666667	-0.913226214166667	0	0	-0.437132092166667	-0.4398900605
AT1G15600	Putative uncharacterized protein	0	0	0	0	0	0
AT1G15630	Putative uncharacterized protein	0	0	0	0	0	0
AT1G15660	CENP-C	0	-0.5218336485	0	0	0	0
AT1G15670	F-box/kelch-repeat protein At1g15670	0	1.1325347875	-1.002216121	1.161832025	1.249978341	2.0647096815
AT1G15690	Pyrophosphate-energized vacuolar membrane proton pump 1	0.741665120428571	1.08194058671429	0	-0.521091291571429	0.257775925857143	0.334880575285714
AT1G15700	ATP synthase gamma chain 2, chloroplastic	0	0	0	0	0	0
AT1G15730	At1g15730/F7H2_7	0	0	0.8546998625	0	0	0
AT1G15740	Leucine-rich repeat-containing protein	0	1.0503975915	0	0	0.3898941585	0
AT1G15750	Protein TOPLESS	0	0	0	0	0	0
AT1G15760	At1g15760	0	0	0	0	0	0
AT1G15780	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT2G10440.1); Has 103701 Blast hits to 43153 proteins in 1828 species: Archae - 30; Bacteria - 7385; Metazoa - 38639; Fungi - 11531; Plants - 7727; Viruses - 307; Oth /.../aryotes - 38082 (source: NCBI BLink).	0.398509448727273	1.29427794727273	0	0.232105045090909	0.176036971909091	0.440974959454545
AT1G15800	At1g15800	0	2.041548715	0	2.384981923	0	2.216800862
AT1G15810	At1g15810/F7H2_23	0	0	0	-0.43695709625	0	-0.30042628875
AT1G15820	Chlorophyll a-b binding protein, chloroplastic	-1.37270636466667	-0.6920607045	-0.379651828833333	-0.5846270675	0	-2.55991585116667
AT1G15825	Hydroxyproline-rich glycoprotein family protein	2.2994281725	3.334679698	0	0	0	0
AT1G15860	Defective in cullin neddylation protein	0	0.139424778285714	0	-0.239689938571429	-0.167769888571429	-0.462321841571429
AT1G15870	At1g15870/F7H2_19	0	0	0	0	0	0
AT1G15880	Golgi SNAP receptor complex member 1-1	0	0.923087456428571	0.285224740285714	0	0	0
AT1G15890	Probable disease resistance protein At1g15890	0	0	0.5077903425	0	0	-0.341025931
AT1G15900	unknown protein; Has 19 Blast hits to 19 proteins in 10 species: Archae - 0; Bacteria - 2; Metazoa - 0; Fungi - 0; Plants - 15; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink).	0	0	0	0	0	0
AT1G15910	IDP1	-0.22999630425	-1.31328551175	0	0	0	0
AT1G15930	40S ribosomal protein S12-1	0	-0.737227528	-0.166629495333333	0	0	-0.315080589833333
AT1G15940	Aspartyl beta-hydroxylase N-terminal region domain-containing protein	0	0	0	0	0	0
AT1G15950	Cinnamoyl-CoA reductase 1	0.22845382375	0.9580777845	0.3498360955	0	0	0.517389861
AT1G15960	Metal transporter Nramp6	0	0	0	0	0	0
AT1G15970	At1g15970	0	0.1398261158	0	0	0	-0.3786868138
AT1G15980	Photosynthetic NDH subunit of subcomplex B 1, chloroplastic	0	0	0	-2.077296768	0	-2.2076358345
AT1G15990	Putative cyclic nucleotide-gated ion channel 7	0	0	0	0	0	0
AT1G16010	Magnesium transporter MRS2-1	0	0	0	0	0	0
AT1G16020	Vacuolar fusion protein CCZ1 homolog A	0	0	0	0	0	0
AT1G16022	T24D18.13	0	0	0	0	0	0
AT1G16030	Hsp70b	3.5314979386	3.3205833466	0	0	0.52238444	1.2524166986
AT1G16040	At1g16040	0	0	0	0	0	0
AT1G16060	AP2-like ethylene-responsive transcription factor At1g16060	0	0	0	0	0	0
AT1G16070	TLP8	0	0	0	0	0	0
AT1G16080	Putative uncharacterized protein At1g16080	0	-0.808246468666667	0	-0.421694035333333	0	-1.06514833766667
AT1G16110	Wall-associated receptor kinase-like 6	4.72998756766667	4.77185047	2.33167049866667	-0.404080192	1.01073945766667	2.70377385833333
AT1G16130	Wall-associated receptor kinase-like 2	1.321825525	2.4093252265	0	0	0	0
AT1G16150	Wall-associated receptor kinase-like 4	0	0	0	0	0	0
AT1G16160	WAKL5	0	0	0	0	0	0
AT1G16180	Serinc-domain containing serine and sphingolipid biosynthesis protein	0	0.6338044045	0	0	0.77959740125	1.16877204775
AT1G16190	Probable ubiquitin receptor RAD23a	0	-0.2139016665	0	0	0	0
AT1G16220	Probable protein phosphatase 2C 6	0.7570803815	0.6055690865	0	0	0	0.6808939975
AT1G16240	SYP51	0	0	0	0	0	0
AT1G16250	F-box/kelch-repeat protein At1g16250	0	0	0	0	0	0
AT1G16260	Wall-associated receptor kinase-like 8	0	0	0	0.618095584285714	0	0
AT1G16270	F3O9.7 protein	0	0	0	0	0	0
AT1G16280	DEAD-box ATP-dependent RNA helicase 36	0	-0.394651303666667	0	0	0	0
AT1G16290	FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, vacuole; EXPRESSED IN: 19 plant structures; EXPRESSED DURING: 11 growth stages; CONTAINS InterPro DOMAIN/s: Lytic transglycosylase-like, cata /.../(InterPro:IPR008258); Has 171 Blast hits to 155 proteins in 40 species: Archae - 0; Bacteria - 54; Metazoa - 0; Fungi - 0; Plants - 55; Viruses - 0; Other Eukaryotes - 62 (source: NCBI BLink).	0	0	0	0	0	0
AT1G16300	Glyceraldehyde-3-phosphate dehydrogenase GAPCP2, chloroplastic	0	0	0	0	0	0
AT1G16310	Metal tolerance protein 10	0	0.313401952	0	0	0	0.8010828798
AT1G16320	At1g16320/F3O9_12	0	0	0	0	0	0
AT1G16330	CYCB3	0	-0.71865578925	0	0	0	0
AT1G16350	Inosine-5'-monophosphate dehydrogenase	0	-1.0750999905	0	0	0	0
AT1G16360	LEM3 (ligand-effect modulator 3) family protein / CDC50 family protein	0	0	0	0	0	0
AT1G16370	Organic cation/carnitine transporter 6	0.7253926362	0.7107667404	0	0	0	0.646939207
AT1G16380	Cation/H(+) antiporter 1	0	0	0	0	0	0
AT1G16390	Organic cation/carnitine transporter 3	-1.7822217795	0	0	0	0	0
AT1G16400	Hexahomomethionine N-hydroxylase	0	0	0	0	0	0
AT1G16410	Dihomomethionine N-hydroxylase	-5.544564367	-2.320642055	0	0	0	-4.3087727325
AT1G16420	Metacaspase-8	0	0.75340593925	0	0	1.01261572725	0
AT1G16440	Serine/threonine-protein kinase RHS3	0	0.9079878535	0	0	0	0
AT1G16445	Putative uncharacterized protein At1g16445	0	2.2680249935	0	0	0	0
AT1G16460	Thiosulfate/3-mercaptopyruvate sulfurtransferase 2	0	-1.1589071815	0	-0.504963908	0	-0.4867642885
AT1G16480	PPR repeat domain-containing protein	0	0	0	0	0	0
AT1G16490	Transcription factor MYB58	0.370468042166667	0.509333002833333	0	0	0	0
AT1G16500	>F3O9.30	0	0	0	0	0	0
AT1G16520	At1g16520	0	0	0	0	0	-1.662711858
AT1G16530	LOB domain-containing protein 3	-0.88527140775	0	0	0	0	0
AT1G16540	molybdenum cofactor sulfurase (LOS5) (ABA3)	0	0	0	0	0	1.0331288105
AT1G16560	AT1G16560 protein	0	0	0	0	0	0
AT1G16570	UDP-Glycosyltransferase superfamily protein	0	0	0	0	0	0
AT1G16590	DNA polymerase zeta processivity subunit	0	0	0	0	0	0
AT1G16610	arginine/serine-rich 45	0	-0.215068551	-0.184295927833333	0	0	0
AT1G16630	At1g16630	0	-1.3263107455	0	0	0	0
AT1G16650	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	0	0	0	0	0	0
AT1G16670	Kinase domain-containing protein	1.857736051875	2.393274099875	0.396091463375	0.677639684625	0.50039791025	1.758259690625
AT1G16680	Chaperone DnaJ-domain superfamily protein	0	-0.5375964715	0	0	0	0
AT1G16700	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8-B, mitochondrial	0	0	0	0	0	0
AT1G16710	Histone acetyltransferase HAC12	0	0.871012622375	0	0.738303195625	0	0
AT1G16720	high chlorophyll fluorescence phenotype 173	0	0.226627966333333	0	-1.25073432066667	0	-0.389590211333333
AT1G16730	F17F16.6 protein	0	0	0	0	0	0
AT1G16740	50S ribosomal protein L20	0	0	0	0	0	0
AT1G16750	At1g16750/F19K19_26	0	0	0	0	0	-0.832185489
AT1G16760	Protein kinase protein with adenine nucleotide alpha hydrolases-like domain	0	0	0	0	0	0
AT1G16770	F17F16.3 protein	0	0	0	0	0	0
AT1G16790	At1g16790	0	0	0	0	0	0
AT1G16800	P-loop containing nucleoside triphosphate hydrolases superfamily protein	0	0	0	0	0	0
AT1G16810	At1g16810/F17F16.8	0	-0.4609702565	0	0	0	0
AT1G16820	V-ATPase-related protein	0	0	0	0	0	0
AT1G16825	Reticulon-like protein B23	0	0	0	0	0	0
AT1G16830	Putative pentatricopeptide repeat-containing protein At1g16830	0	0	0	0	0	0
AT1G16840	At1g16840/F17F16.27	1.5093842805	2.135168209	0	0	0.5946983505	0.9010808915
AT1G16850	At1g16880	2.346788895	3.990179542	0	0	6.580362861	5.045297183
AT1G16860	Uncharacterized membrane protein At1g16860	-0.57833176525	0.52334662975	0	-0.55521463375	0	-0.65876081675
AT1G16870	Mitochondrial 28S ribosomal protein S29-like protein	0	-0.653380594333333	0	0	0	0
AT1G16880	ACR11	-0.56845187325	0	0	-1.4016212145	0	-1.88678790875
AT1G16890	Ubiquitin-conjugating enzyme E2 36	0	0.133542208	0	0	0	0
AT1G16900	Dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase	0	0	0	0	0	0
AT1G16905	Curculin-like (Mannose-binding) lectin-like protein	0	0	0	0	0	0
AT1G16910	Protein LIGHT-DEPENDENT SHORT HYPOCOTYLS 8	0	-2.42577348	0	0	0	0
AT1G16920	RABA1b	0	-0.687898955285714	0	0	0	-0.202715580571429
AT1G16930	F-box/FBD/LRR-repeat protein At1g16930	-0.829854955	0	0	0	0	0
AT1G16940	Putative F-box/FBD/LRR-repeat protein At1g16940	0	0	0	0	0	0
AT1G16950	Precursor of CEP13	0	0	0	0	0	0
AT1G16960	At1g16960	0	0	-0.560435294	0	0	0
AT1G16970	KU70	0	0	0	0	0	0
AT1G16980	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 2	0	0	0	0	0	0
AT1G17010	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	0	0	0	0	0	1.58298565
AT1G17020	Protein SRG1	0.5508771926	0.8472874272	0	0	0	1.1782535942
AT1G17030	Putative uncharacterized protein At1g17030/F20D23_27	0	0	0	0	0	0
AT1G17040	SH2 domain protein A	0	0	0	0	0	0
AT1G17050	SPS2	0.7398713655	0	0	0	0	-0.66895172725
AT1G17060	cytochrome p450 72c1	0	0.772601210142857	0	0	0	0.463211792
AT1G17065	NA	0	0	0	0	0	0
AT1G17070	Septin and tuftelin-interacting protein 1 homolog 1	0	0	0	0	0	0
AT1G17080	At1g17080/F6I1.24	0	2.882644188	0	0	0	0.2028173625
AT1G17090	At1g17090/F6I1_23	0	0	0	0	0	0
AT1G17100	At1g17100	-0.907534584	-0.87728307	0	0	0	0
